CountryCode,IndicatorCode,Year,Value
MMR,SE.XPD.TOTL.GD.ZS,2000,14.674425126
MNA,SE.TER.ENRR,2000,19.43840027
MNA,SE.XPD.TOTL.GD.ZS,2000,17.66908026
MNE,SE.TER.ENRR,2000,15.89976025
MNE,SE.XPD.TOTL.GD.ZS,2000,22.543964865
MNG,SE.TER.ENRR,2000,29.18816948
MNG,SE.XPD.TOTL.GD.ZS,2000,5.550370216
MNP,SE.TER.ENRR,2000,3.915583471333333
MNP,SE.XPD.TOTL.GD.ZS,2000,2.2807967266666664
MOZ,SE.TER.ENRR,2000,0.646009982
MOZ,SE.XPD.TOTL.GD.ZS,2000,3.1406800015
MRT,SE.TER.ENRR,2000,5.635350021
MRT,SE.XPD.TOTL.GD.ZS,2000,8.1300200405
MUS,SE.TER.ENRR,2000,10.62469006
MUS,SE.XPD.TOTL.GD.ZS,2000,3.769109964
MWI,SE.TER.ENRR,2000,0.317640007
MWI,SE.XPD.TOTL.GD.ZS,2000,3.606129885
MYS,SE.TER.ENRR,2000,27.01506042
MYS,SE.XPD.TOTL.GD.ZS,2000,5.971610069
NAC,SE.TER.ENRR,2000,13.443675994444444
NAC,SE.XPD.TOTL.GD.ZS,2000,20.915741919888887
NAM,SE.TER.ENRR,2000,28.387807845333334
NAM,SE.XPD.TOTL.GD.ZS,2000,6.901780128
NCL,SE.TER.ENRR,2000,5.817590117
NCL,SE.XPD.TOTL.GD.ZS,2000,4.733400106
NER,SE.TER.ENRR,2000,3.6492100950000004
NER,SE.XPD.TOTL.GD.ZS,2000,2.565020084
NGA,SE.TER.ENRR,2000,2.67416506975
NGA,SE.XPD.TOTL.GD.ZS,2000,2.7833100555
NIC,SE.TER.ENRR,2000,2.89245504125
NIC,SE.XPD.TOTL.GD.ZS,2000,3.001600027
NLD,SE.TER.ENRR,2000,3.7933601139999995
NLD,SE.XPD.TOTL.GD.ZS,2000,4.585120201
NOR,SE.TER.ENRR,2000,5.5222301485
NOR,SE.XPD.TOTL.GD.ZS,2000,6.459340096
NPL,SE.TER.ENRR,2000,4.099199772
NPL,SE.XPD.TOTL.GD.ZS,2000,2.975150108
NRU,SE.TER.ENRR,2000,3.632468581
NRU,SE.XPD.TOTL.GD.ZS,2000,4.289787054
NZL,SE.TER.ENRR,2000,4.947105527
NZL,SE.XPD.TOTL.GD.ZS,2000,5.604424
OED,SE.TER.ENRR,2000,5.604424
OED,SE.XPD.TOTL.GD.ZS,2000,5.604424
OMN,SE.TER.ENRR,2000,4.4023319485
OMN,SE.XPD.TOTL.GD.ZS,2000,3.200239897
OSS,SE.TER.ENRR,2000,9.267230034
OSS,SE.XPD.TOTL.GD.ZS,2000,6.790760040333334
PAK,SE.TER.ENRR,2000,4.314290046666667
PAK,SE.XPD.TOTL.GD.ZS,2000,1.837820053
PAN,SE.TER.ENRR,2000,3.2987549305000003
PAN,SE.XPD.TOTL.GD.ZS,2000,4.759689808
PER,SE.TER.ENRR,2000,33.33261871
PER,SE.XPD.TOTL.GD.ZS,2000,3.228029966
PHL,SE.TER.ENRR,2000,3.1962150334999997
PHL,SE.XPD.TOTL.GD.ZS,2000,3.164400101
PLW,SE.TER.ENRR,2000,5.5911898615
PLW,SE.XPD.TOTL.GD.ZS,2000,8.017979622
PNG,SE.TER.ENRR,2000,22.146529514666668
PNG,SE.XPD.TOTL.GD.ZS,2000,36.27507940733334
POL,SE.TER.ENRR,2000,20.629504759166668
POL,SE.XPD.TOTL.GD.ZS,2000,4.983930111
PRE,SE.TER.ENRR,2000,4.012090206
PRE,SE.XPD.TOTL.GD.ZS,2000,4.176627295285714
PRI,SE.TER.ENRR,2000,4.341164384571429
PRI,SE.XPD.TOTL.GD.ZS,2000,4.505701473857143
PRK,SE.TER.ENRR,2000,4.670238563142857
PRK,SE.XPD.TOTL.GD.ZS,2000,4.834775652428571
PRT,SE.TER.ENRR,2000,4.999312741714286
PRT,SE.XPD.TOTL.GD.ZS,2000,5.163849831
PRY,SE.TER.ENRR,2000,17.20842934
PRY,SE.XPD.TOTL.GD.ZS,2000,4.230209827
PSE,SE.TER.ENRR,2000,23.69452095
PSE,SE.XPD.TOTL.GD.ZS,2000,16.0780053135
PSS,SE.TER.ENRR,2000,8.461489677
PSS,SE.XPD.TOTL.GD.ZS,2000,33.691424848500006
PST,SE.TER.ENRR,2000,19.647924424250004
PST,SE.XPD.TOTL.GD.ZS,2000,5.604424
PYF,SE.TER.ENRR,2000,5.134813010749999
PYF,SE.XPD.TOTL.GD.ZS,2000,4.6652020215
QAT,SE.TER.ENRR,2000,4.19559103225
QAT,SE.XPD.TOTL.GD.ZS,2000,3.725980043
ROU,SE.TER.ENRR,2000,23.28701019
ROU,SE.XPD.TOTL.GD.ZS,2000,2.868629932
RUS,SE.TER.ENRR,2000,2.9042099710000002
RUS,SE.XPD.TOTL.GD.ZS,2000,2.93979001
RWA,SE.TER.ENRR,2000,1.163619995
RWA,SE.XPD.TOTL.GD.ZS,2000,3.434309959
SAS,SE.TER.ENRR,2000,8.062159538
SAS,SE.XPD.TOTL.GD.ZS,2000,13.018509389
SAU,SE.TER.ENRR,2000,17.97485924
SAU,SE.XPD.TOTL.GD.ZS,2000,5.909830093
SDN,SE.TER.ENRR,2000,6.414959908
SDN,SE.XPD.TOTL.GD.ZS,2000,1.012179971
SEN,SE.TER.ENRR,2000,1.7377650144999999
SEN,SE.XPD.TOTL.GD.ZS,2000,2.463350058
SGP,SE.TER.ENRR,2000,2.892325044
SGP,SE.XPD.TOTL.GD.ZS,2000,3.32130003
SLB,SE.TER.ENRR,2000,2.7522233726666667
SLB,SE.XPD.TOTL.GD.ZS,2000,2.1831467153333337
SLE,SE.TER.ENRR,2000,1.614070058
SLE,SE.XPD.TOTL.GD.ZS,2000,4.949369907
SLV,SE.TER.ENRR,2000,19.69491005
SLV,SE.XPD.TOTL.GD.ZS,2000,2.838680029
SMR,SE.TER.ENRR,2000,15.558955668888888
SMR,SE.XPD.TOTL.GD.ZS,2000,28.279231308777774
SOM,SE.TER.ENRR,2000,40.999506948666664
SOM,SE.XPD.TOTL.GD.ZS,2000,31.839310167999997
SRB,SE.TER.ENRR,2000,22.67911338733333
SRB,SE.XPD.TOTL.GD.ZS,2000,13.518916606666664
SSA,SE.TER.ENRR,2000,4.358719826
SSA,SE.XPD.TOTL.GD.ZS,2000,4.358584881
SSD,SE.TER.ENRR,2000,4.3584499359999995
SSD,SE.XPD.TOTL.GD.ZS,2000,4.358314991
SSF,SE.TER.ENRR,2000,4.358180046
SSF,SE.XPD.TOTL.GD.ZS,2000,7.125420093500001
SST,SE.TER.ENRR,2000,9.892660141
SST,SE.XPD.TOTL.GD.ZS,2000,13.029005050833334
STP,SE.TER.ENRR,2000,16.165349960666667
STP,SE.XPD.TOTL.GD.ZS,2000,19.3016948705
SUR,SE.TER.ENRR,2000,22.438039780333334
SUR,SE.XPD.TOTL.GD.ZS,2000,25.574384690166667
SVK,SE.TER.ENRR,2000,28.7107296
SVK,SE.XPD.TOTL.GD.ZS,2000,3.864680052
SVN,SE.TER.ENRR,2000,4.997581363
SVN,SE.XPD.TOTL.GD.ZS,2000,6.130482674
SWE,SE.TER.ENRR,2000,6.4353163245
SWE,SE.XPD.TOTL.GD.ZS,2000,6.740149975
SWZ,SE.TER.ENRR,2000,4.296020031
SWZ,SE.XPD.TOTL.GD.ZS,2000,5.508480072
SXM,SE.TER.ENRR,2000,5.12615126375
SXM,SE.XPD.TOTL.GD.ZS,2000,4.7438224555
SYC,SE.TER.ENRR,2000,4.3614936472500005
SYC,SE.XPD.TOTL.GD.ZS,2000,3.979164839
SYR,SE.TER.ENRR,2000,4.1640811565
SYR,SE.XPD.TOTL.GD.ZS,2000,4.348997474
TCA,SE.TER.ENRR,2000,4.5339137915
TCA,SE.XPD.TOTL.GD.ZS,2000,4.718830109
TCD,SE.TER.ENRR,2000,0.817380011
TCD,SE.XPD.TOTL.GD.ZS,2000,2.646709919
TEA,SE.TER.ENRR,2000,11.16419983
TEA,SE.XPD.TOTL.GD.ZS,2000,25.299055099999997
TEC,SE.TER.ENRR,2000,39.43391037
TEC,SE.XPD.TOTL.GD.ZS,2000,27.25104022033333
TGO,SE.TER.ENRR,2000,15.068170070666664
TGO,SE.XPD.TOTL.GD.ZS,2000,2.885299921
THA,SE.TER.ENRR,2000,35.88893127
THA,SE.XPD.TOTL.GD.ZS,2000,5.25345993
TJK,SE.TER.ENRR,2000,17.38208961
TJK,SE.XPD.TOTL.GD.ZS,2000,2.328710079
TKM,SE.TER.ENRR,2000,9.147296586
TKM,SE.XPD.TOTL.GD.ZS,2000,15.965883093
TLA,SE.TER.ENRR,2000,22.7844696
TLA,SE.XPD.TOTL.GD.ZS,2000,21.9370722725
TLS,SE.TER.ENRR,2000,21.089674945
TLS,SE.XPD.TOTL.GD.ZS,2000,20.2422776175
TMN,SE.TER.ENRR,2000,19.39488029
TMN,SE.XPD.TOTL.GD.ZS,2000,12.1526300885
TON,SE.TER.ENRR,2000,4.910379887
TON,SE.XPD.TOTL.GD.ZS,2000,4.878079891
TSA,SE.TER.ENRR,2000,8.062159538
TSA,SE.XPD.TOTL.GD.ZS,2000,6.210169792
TSS,SE.TER.ENRR,2000,4.358180046
TSS,SE.XPD.TOTL.GD.ZS,2000,4.957345009
TTO,SE.TER.ENRR,2000,5.556509972
TTO,SE.XPD.TOTL.GD.ZS,2000,2.755650043
TUN,SE.TER.ENRR,2000,17.81674004
TUN,SE.XPD.TOTL.GD.ZS,2000,6.201960087
TUR,SE.TER.ENRR,2000,5.0906920672
