CountryCode,IndicatorCode,Year,Value
MRT,SE.TER.ENRR,2000,3221420942.0
MUS,NY.GDP.MKTP.CD,2000,4663321022.0
MUS,SE.TER.ENRR,2000,10.62469006
MWI,NY.GDP.MKTP.CD,2000,2537307566.0
MWI,SE.TER.ENRR,2000,0.317640007
MYS,NY.GDP.MKTP.CD,2000,93789736842.0
MYS,SE.TER.ENRR,2000,27.01506042
NAC,NY.GDP.MKTP.CD,2000,49.187461850000005
NAC,SE.TER.ENRR,2000,71.35986328
NAM,NY.GDP.MKTP.CD,2000,3922231976.0
NAM,SE.TER.ENRR,2000,3671132009.0
NCL,NY.GDP.MKTP.CD,2000,3420032042.0
NCL,SE.TER.ENRR,2000,2830892617.5
NER,NY.GDP.MKTP.CD,2000,2241753193.0
NER,SE.TER.ENRR,2000,35845357977.0
NGA,NY.GDP.MKTP.CD,2000,69448962761.0
NGA,SE.TER.ENRR,2000,37278145884.0
NIC,NY.GDP.MKTP.CD,2000,5107329007.0
NIC,SE.TER.ENRR,2000,3404886021.8151903
NLD,NY.GDP.MKTP.CD,2000,1702443036.630381
NLD,SE.TER.ENRR,2000,51.4455719
NOR,NY.GDP.MKTP.CD,2000,171000000000.0
NOR,SE.TER.ENRR,2000,69.87722015
NPL,NY.GDP.MKTP.CD,2000,5494252208.0
NPL,SE.TER.ENRR,2000,4.099199772
NRU,NY.GDP.MKTP.CD,2000,17540984869.066135
NRU,SE.TER.ENRR,2000,35081969734.033066
NZL,NY.GDP.MKTP.CD,2000,52622954599.0
NZL,SE.TER.ENRR,2000,35081969749.66458
OED,NY.GDP.MKTP.CD,2000,17540984900.329155
OED,SE.TER.ENRR,2000,50.99372864
OMN,NY.GDP.MKTP.CD,2000,19507452536.0
OMN,SE.TER.ENRR,2000,55605083770.0
OSS,NY.GDP.MKTP.CD,2000,91702715004.0
OSS,SE.TER.ENRR,2000,9.267230034
PAK,NY.GDP.MKTP.CD,2000,82017743416.0
PAK,SE.TER.ENRR,2000,47160929208.0
PAN,NY.GDP.MKTP.CD,2000,12304115000.0
PAN,SE.TER.ENRR,2000,42.57546997
PER,NY.GDP.MKTP.CD,2000,51744749133.0
PER,SE.TER.ENRR,2000,33.33261871
PHL,NY.GDP.MKTP.CD,2000,83669788255.0
PHL,SE.TER.ENRR,2000,41908042877.5
PLW,NY.GDP.MKTP.CD,2000,146297500.0
PLW,SE.TER.ENRR,2000,45.88777924
PNG,NY.GDP.MKTP.CD,2000,3521339699.0
PNG,SE.TER.ENRR,2000,87760669849.5
POL,NY.GDP.MKTP.CD,2000,43880334949.95181
POL,SE.TER.ENRR,2000,50.4036293
PRE,NY.GDP.MKTP.CD,2000,27.207859753
PRE,SE.TER.ENRR,2000,4.012090206
PRI,NY.GDP.MKTP.CD,2000,61701800000.0
PRI,SE.TER.ENRR,2000,76026350000.0
PRK,NY.GDP.MKTP.CD,2000,90350900000.0
PRK,SE.TER.ENRR,2000,104675450000.0
PRT,NY.GDP.MKTP.CD,2000,119000000000.0
PRT,SE.TER.ENRR,2000,63927852570.0
PRY,NY.GDP.MKTP.CD,2000,8855705140.0
PRY,SE.TER.ENRR,2000,17.20842934
PSE,NY.GDP.MKTP.CD,2000,4313600000.0
PSE,SE.TER.ENRR,2000,23.69452095
PSS,NY.GDP.MKTP.CD,2000,3435656384.0
PSS,SE.TER.ENRR,2000,8.461489677
PST,NY.GDP.MKTP.CD,2000,33.691424848500006
PST,SE.TER.ENRR,2000,58.92136002
PYF,NY.GDP.MKTP.CD,2000,3599845482.0
PYF,SE.TER.ENRR,2000,10679867796.0
QAT,NY.GDP.MKTP.CD,2000,17759890110.0
QAT,SE.TER.ENRR,2000,27506814095.5
ROU,NY.GDP.MKTP.CD,2000,37253738081.0
ROU,SE.TER.ENRR,2000,23.28701019
RUS,NY.GDP.MKTP.CD,2000,39.2300148
RUS,SE.TER.ENRR,2000,55.17301941
RWA,NY.GDP.MKTP.CD,2000,2068762707.0
RWA,SE.TER.ENRR,2000,1.163619995
SAS,NY.GDP.MKTP.CD,2000,4.6128897665
SAS,SE.TER.ENRR,2000,8.062159538
SAU,NY.GDP.MKTP.CD,2000,13.018509389
SAU,SE.TER.ENRR,2000,17.97485924
SDN,NY.GDP.MKTP.CD,2000,12257299147.0
SDN,SE.TER.ENRR,2000,6.414959908
SEN,NY.GDP.MKTP.CD,2000,6013185004.0
SEN,SE.TER.ENRR,2000,51044853176.5
SGP,NY.GDP.MKTP.CD,2000,96076521349.0
