CountryCode,IndicatorCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CYM,NY.GDP.MKTP.CD,,,,,,,4200288282,4466278031,4585948969,4281714618,4156841164,4186073160,4291004486,4405796081,4562853582,4708167255,4909322200,5166281293,5530178499,5941896600,5647224973,6028373541,
CYM,SE.TER.ENRR,20.89843941,21.64464951,19.24109077,19.78799057,,,19.35153961,21.89576912,32.87670898,,43.12658691,39.36133194,35.36085892,33.76508713,33.4268074,30.67870903,31.58613205,33.54517746,33.22946167,39.87603378,47.55114746,48.1794548,
CYP,NY.GDP.MKTP.CD,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25799940416,27641551809,25047433100,23959708956,23225912183,19909269065,21046452117,22946583376,25597301191,25945194240,25008266159,28408064462,28439052741
CYP,SE.TER.ENRR,19.56232071,21.61252022,25.1022892,31.95523071,36.02045822,34.10218048,34.30194855,36.23160172,40.84917068,47.69644928,48.31158066,46.53973007,45.86359024,47.52524185,53.10435104,60.10123062,67.17111206,75.94081116,81.33708191,88.48532867,92.9377594,96.53778839,
CZE,NY.GDP.MKTP.CD,61823494487,67808695574,82196206090,1.00E+11,1.20E+11,1.37E+11,1.56E+11,1.90E+11,2.37E+11,2.07E+11,2.09E+11,2.30E+11,2.09E+11,2.12E+11,2.09E+11,1.88E+11,1.96E+11,2.19E+11,2.49E+11,2.53E+11,2.46E+11,2.82E+11,2.91E+11
CZE,SE.TER.ENRR,29.75839043,32.02677917,36.88766098,39.20788956,45.42427826,49.11814117,49.88113022,54.18090057,57.91717148,61.4115715,64.93276978,66.79682159,66.92877197,66.32431793,67.39597321,67.23036194,67.50563812,67.71421814,66.79022217,66.88021851,67.18437195,69.10617828,
DEU,NY.GDP.MKTP.CD,1.95E+12,1.95E+12,2.08E+12,2.50E+12,2.81E+12,2.85E+12,2.99E+12,3.43E+12,3.75E+12,3.41E+12,3.40E+12,3.75E+12,3.53E+12,3.73E+12,3.89E+12,3.36E+12,3.47E+12,3.69E+12,3.97E+12,3.89E+12,3.89E+12,4.26E+12,4.07E+12
DEU,SE.TER.ENRR,,,,,,,,,,,,,,60.89844894,65.18447876,68.23291016,67.94641113,68.46923065,69.16342926,72.70507813,72.38941956,75.6655426,
DJI,NY.GDP.MKTP.CD,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3181071154,3372287462,3515109075
DJI,SE.TER.ENRR,0.258850008,0.657620013,0.9375,1.143280029,1.439620018,2.160540104,2.44769001,2.721869946,2.911950111,3.655230045,3.647239923,5.210120201,,,,,,,,,,,
DMA,NY.GDP.MKTP.CD,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,612048148.1
DMA,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,
DNK,NY.GDP.MKTP.CD,1.64E+11,1.65E+11,1.79E+11,2.18E+11,2.51E+11,2.64E+11,2.83E+11,3.19E+11,3.53E+11,3.21E+11,3.22E+11,3.44E+11,3.27E+11,3.44E+11,3.53E+11,3.03E+11,3.13E+11,3.32E+11,3.57E+11,3.46E+11,3.55E+11,3.98E+11,3.95E+11
DNK,SE.TER.ENRR,58.36640167,61.36730957,64.2234726,68.17124939,74.96650696,80.81246185,78.50576782,78.24329376,74.86062622,73.11062622,72.49514771,75.93002319,77.74655151,80.41867828,81.31436157,83.30040741,82.17149353,81.32200623,81.14054871,81.69458771,82.66432953,83.98229218,
DOM,NY.GDP.MKTP.CD,24305781112,25601824419,27137441266,21403168128,22322387610,35777560475,37879829855,43965459071,48122601590,48261079524,53860187452,58029773802,60681535894,62682158700,67179956265,71164826720,75704647977,79998045976,85555390386,88941371980,78844655833,94243426487,1.14E+11
DOM,SE.TER.ENRR,,,,34.09830856,,,,,,,48.31853485,47.16863632,48.82479095,45.15546417,49.51163864,51.94644165,54.53147888,59.94818878,61.27082443,62.51058578,58.77322006,58.51950836,
DZA,NY.GDP.MKTP.CD,54790398813,54744698044,56760355865,67863850334,85332581189,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.66E+11,1.60E+11,1.70E+11,1.75E+11,1.72E+11,1.46E+11,1.63E+11,1.92E+11
DZA,SE.TER.ENRR,,15.44301033,17.12887001,18.35396004,18.99534988,20.82938957,21.51416969,23.77420998,,30.75536919,30.97764969,32.60739136,33.70814133,35.49594116,36.06224823,38.33097839,44.10528946,49.37791061,53.1637001,54.1856308,53.61402893,54.20999146,53.40124893
EAP,NY.GDP.MKTP.CD,1.73E+12,1.85E+12,2.04E+12,2.31E+12,2.68E+12,3.11E+12,3.74E+12,4.73E+12,5.98E+12,6.48E+12,7.89E+12,9.65E+12,1.08E+13,1.19E+13,1.28E+13,1.33E+13,1.36E+13,1.49E+13,1.66E+13,1.72E+13,1.75E+13,2.08E+13,2.12E+13
EAP,SE.TER.ENRR,11.38938999,12.52381992,14.31126022,16.27142906,18.05275917,19.47397041,20.89361,21.88830948,22.63422012,23.96035004,25.6960392,27.18376923,29.37796021,31.89818001,39.32479858,41.95449829,43.76501846,44.53372955,45.49300003,47.64109039,51.02970123,54.59051895,57.63669968
EAR,NY.GDP.MKTP.CD,3.39E+12,3.36E+12,3.26E+12,3.63E+12,4.23E+12,4.93E+12,5.64E+12,6.67E+12,7.52E+12,7.26E+12,8.80E+12,9.72E+12,1.02E+13,1.03E+13,1.07E+13,1.01E+13,1.05E+13,1.13E+13,1.15E+13,1.17E+13,1.09E+13,1.27E+13,1.40E+13
EAR,SE.TER.ENRR,13.14564037,13.47161961,13.93861008,14.40048027,14.83296967,15.12664986,15.92595005,17.20686913,18.80265045,19.8892498,21.50370026,24.05797005,25.57957077,26.04962921,27.33925056,28.7968998,29.59412956,30.14213943,30.48262978,31.37001991,32.02154922,33.19580841,33.7432785
EAS,NY.GDP.MKTP.CD,8.37E+12,7.79E+12,7.91E+12,8.70E+12,9.76E+12,1.04E+13,1.10E+13,1.23E+13,1.42E+13,1.46E+13,1.71E+13,1.98E+13,2.12E+13,2.14E+13,2.21E+13,2.20E+13,2.28E+13,2.43E+13,2.65E+13,2.70E+13,2.71E+13,3.11E+13,3.07E+13
EAS,SE.TER.ENRR,15.56916046,16.59004974,18.29335976,20.13417053,21.79887009,23.11679077,24.42654037,25.35544014,26.06557083,27.30098915,29.04380989,30.58753967,32.77812958,35.29450989,42.3493309,44.85422897,46.59347916,47.22737885,48.07263184,50.14086151,53.3020401,56.61449814,59.41873169
ECA,NY.GDP.MKTP.CD,6.63E+11,6.55E+11,7.51E+11,9.47E+11,1.26E+12,1.59E+12,1.95E+12,2.51E+12,3.11E+12,2.44E+12,2.95E+12,3.67E+12,3.91E+12,4.15E+12,3.85E+12,2.92E+12,2.78E+12,3.12E+12,3.18E+12,3.25E+12,2.99E+12,3.58E+12,4.12E+12
ECA,SE.TER.ENRR,39.43199921,42.18978119,44.95621109,47.96871948,48.95631027,50.97655869,52.95552826,54.64485168,55.53577042,56.66028976,58.46429825,59.94826889,61.46115875,63.75344086,65.90617371,67.55763245,69.7090683,71.76467896,73.94509125,75.82106018,77.56835175,80.02323914,80.25109863
ECS,NY.GDP.MKTP.CD,1.01E+13,1.02E+13,1.11E+13,1.35E+13,1.58E+13,1.68E+13,1.82E+13,2.12E+13,2.34E+13,2.05E+13,2.10E+13,2.33E+13,2.25E+13,2.35E+13,2.38E+13,2.05E+13,2.04E+13,2.17E+13,2.32E+13,2.29E+13,2.22E+13,2.52E+13,2.52E+13
ECS,SE.TER.ENRR,44.80559921,47.28779984,49.91365814,52.49848938,53.81624985,55.54730988,57.12435913,58.30838013,59.17277145,60.36838913,61.96675873,63.02904129,63.80572891,64.91575623,66.46463013,67.69503021,69.15419006,70.82047272,72.46617126,74.16783905,75.69467926,78.61399841,78.80297852
ECU,NY.GDP.MKTP.CD,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11,1.08E+11,99291124000,1.06E+11,1.15E+11
ECU,SE.TER.ENRR,,,,,,,,,38.32305908,,,,39.42052078,40.00474167,,44.94551849,,,48.32788086,48.08787918,57.93766022,,
EGY,NY.GDP.MKTP.CD,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07E+11,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.79E+11,2.88E+11,3.06E+11,3.29E+11,3.32E+11,2.48E+11,2.63E+11,3.19E+11,3.84E+11,4.25E+11,4.77E+11
EGY,SE.TER.ENRR,,28.19529915,29.31665039,26.39159966,27.67634964,28.79574966,28.72975922,29.17598915,28.99393082,29.6097393,30.50867081,25.87219048,26.45796013,28.52176094,29.16887093,32.81311035,31.93047905,33.16210175,36.71715164,,40.01293945,,37.81845093
EMU,NY.GDP.MKTP.CD,6.50E+12,6.60E+12,7.20E+12,8.86E+12,1.02E+13,1.05E+13,1.12E+13,1.29E+13,1.42E+13,1.29E+13,1.26E+13,1.36E+13,1.26E+13,1.32E+13,1.35E+13,1.17E+13,1.20E+13,1.27E+13,1.37E+13,1.34E+13,1.31E+13,1.46E+13,1.40E+13
EMU,SE.TER.ENRR,52.01168823,53.77069855,55.41938019,57.44065857,59.36257935,60.7754097,61.73477936,61.9871788,62.2206192,63.01285934,64.62641907,66.26152039,67.12552643,67.98944855,69.96517181,71.46835327,72.20516205,73.63761902,74.79415131,76.01676178,76.82408142,79.69486237,79.80301666
ERI,NY.GDP.MKTP.CD,706370815.6,752371683.2,729321671.4,870248293.7,1109054005,1098424709,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,
ERI,SE.TER.ENRR,1.864529967,2.457979918,2.289299965,,1.763790011,,,,,3.446949959,4.118519783,,,,3.886600018,3.305740118,3.009720087,,,,,,
ESP,NY.GDP.MKTP.CD,5.98E+11,6.28E+11,7.09E+11,9.07E+11,1.07E+12,1.15E+12,1.26E+12,1.47E+12,1.63E+12,1.49E+12,1.42E+12,1.48E+12,1.32E+12,1.36E+12,1.37E+12,1.20E+12,1.23E+12,1.31E+12,1.42E+12,1.39E+12,1.28E+12,1.43E+12,1.40E+12
ESP,SE.TER.ENRR,58.40753937,61.00421906,63.74008179,65.5322113,67.47357178,68.13583374,68.9646225,69.22976685,69.40193939,71.4311676,76.38291168,80.72409058,82.89208984,85.21325684,88.0015564,88.57424927,89.80677795,91.88774109,92.17488861,91.02026367,90.95484924,94.59037781,
EST,NY.GDP.MKTP.CD,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573,37191166152,38100812959
EST,SE.TER.ENRR,54.40182877,58.71747971,61.74710083,64.22226715,65.77739716,67.98435211,68.79508209,68.82205963,67.83560944,67.84941864,68.7101593,71.02352905,72.93647003,75.45231628,76.20245361,76.27928925,73.03343201,72.13697815,72.06596375,72.7060318,72.0443573,73.15020752,
ETH,NY.GDP.MKTP.CD,8242349955,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276190,55612228234,64589329345,74296745599,81770886909,84269196152,95912607970,1.08E+11,1.11E+11,1.27E+11
ETH,SE.TER.ENRR,1.166000009,1.461140037,1.657189965,2.351279974,2.659060001,2.854010105,,,3.424079895,4.962659836,6.833869934,7.175730228,7.599860191,8.045071602,7.738729954,9.278961182,9.9901371,10.36400795,10.38192368,,,,
EUU,NY.GDP.MKTP.CD,7.28E+12,7.39E+12,8.08E+12,9.93E+12,1.14E+13,1.19E+13,1.27E+13,1.47E+13,1.63E+13,1.48E+13,1.46E+13,1.58E+13,1.46E+13,1.53E+13,1.57E+13,1.36E+13,1.39E+13,1.48E+13,1.60E+13,1.57E+13,1.54E+13,1.72E+13,1.66E+13
EUU,SE.TER.ENRR,48.78974152,51.37675095,53.86323929,56.28559113,58.47117996,60.24787903,61.65734863,62.51282883,63.71485901,64.9656601,66.41651917,67.21595764,67.22559357,67.50061798,68.66046906,69.68553925,70.39279175,71.6794281,72.78529358,73.86991882,74.73468781,77.33750153,77.49910736
FCS,NY.GDP.MKTP.CD,5.26E+11,5.25E+11,5.15E+11,5.40E+11,6.81E+11,8.56E+11,1.06E+12,1.29E+12,1.64E+12,1.51E+12,1.79E+12,1.68E+12,1.89E+12,1.96E+12,2.08E+12,1.66E+12,1.56E+12,1.65E+12,1.73E+12,1.83E+12,1.66E+12,1.78E+12,1.89E+12
FCS,SE.TER.ENRR,9.836839676,10.70110035,11.44902039,12.00811958,12.58666039,13.48114967,14.18669033,14.69460011,15.33843994,15.57742023,15.69050026,15.78785992,15.64552975,15.54878998,15.7469101,15.31416988,14.98050976,14.99499989,14.97856998,14.86408997,,,
FIN,NY.GDP.MKTP.CD,1.26E+11,1.30E+11,1.40E+11,1.72E+11,1.97E+11,2.05E+11,2.17E+11,2.56E+11,2.86E+11,2.53E+11,2.49E+11,2.76E+11,2.58E+11,2.71E+11,2.75E+11,2.35E+11,2.41E+11,2.56E+11,2.76E+11,2.69E+11,2.72E+11,2.96E+11,2.81E+11
FIN,SE.TER.ENRR,82.58750153,85.9510498,86.7889328,88.28697968,90.13793182,91.94094086,93.43099213,95.08348083,95.86685181,92.01547241,93.18675995,93.28842926,91.55338287,91.23652649,89.99388123,89.65737915,89.32800293,90.69838715,92.38500214,94.58911896,96.47263336,100.8680725,
FJI,NY.GDP.MKTP.CD,1678219508,1652462063,1833279985,2300492002,2708078477,2980403465,3076305453,3378314600,3523185920,2870624636,3140167239,3779412255,3972028510,4189968870,4857103847,4682480304,4930213788,5353468388,5581425891,5481692622,4477030180,4296235428,4943248200
FJI,SE.TER.ENRR,,,,14.6147604,14.50306034,14.41265011,,,,,,,,,,,,,,50.55891037,,,
FRA,NY.GDP.MKTP.CD,1.37E+12,1.38E+12,1.50E+12,1.84E+12,2.12E+12,2.20E+12,2.32E+12,2.66E+12,2.93E+12,2.70E+12,2.65E+12,2.87E+12,2.68E+12,2.81E+12,2.86E+12,2.44E+12,2.47E+12,2.60E+12,2.79E+12,2.73E+12,2.64E+12,2.96E+12,2.78E+12
FRA,SE.TER.ENRR,50.60308075,50.44728851,50.25168991,52.31697845,53.45763016,53.88233185,53.87541962,52.94754028,52.47552109,52.77310181,54.8817215,55.62572861,57.90901184,59.8487587,61.51047897,62.78593063,64.72767639,65.80223083,67.54351807,67.73313141,68.40949249,68.97485352,
FRO,NY.GDP.MKTP.CD,1067109509,1160268142,1275093662,1501941505,1724770867,1759739599,2017680722,2339015385,2489873331,2296065313,2331796784,2505740886,2427200583,2690110671,2914012852,2573906036,2813278761,2980057168,3188601035,3275684065,3248670978,3649878680,
FRO,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,
FSM,NY.GDP.MKTP.CD,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119.1
FSM,SE.TER.ENRR,13.37213993,,,,,,,,,,,,,,,,,,,,,,
GAB,NY.GDP.MKTP.CD,5080483628,5023265411,5335451104,6511903364,7770219004,9582783997,10327598309,12455409575,15571348329,12113699059,14372593014,18210307754,17170464001,17595744804,18203966900,14383107763,14023890264,14929487496,16867326390,16874405460,15314577168,20217946921,21071739228
GAB,SE.TER.ENRR,,7.463479996,,7.672329903,,,,,,,,,,,,,,,,19.6197319,,,
GBR,NY.GDP.MKTP.CD,1.67E+12,1.65E+12,1.79E+12,2.06E+12,2.42E+12,2.54E+12,2.71E+12,3.09E+12,2.93E+12,2.42E+12,2.49E+12,2.67E+12,2.71E+12,2.79E+12,3.07E+12,2.93E+12,2.70E+12,2.68E+12,2.88E+12,2.86E+12,2.70E+12,3.12E+12,3.07E+12
GBR,SE.TER.ENRR,57.37023163,57.49277878,61.13499069,61.46173096,59.45774841,59.28422165,59.19903183,58.8509903,57.43278885,59.10403824,59.85358047,59.34627151,59.23820114,57.07722092,56.99188995,56.93235016,58.59590149,60.15005112,61.67129898,65.96456146,69.98657227,77.01316071,
GEO,NY.GDP.MKTP.CD,3057475335,3219462780,3395766678,3991377904,5125365192,6410912050,7745249284,10172933118,12795147992,10766919442,12243219360,15107482383,16488819133,17190068236,17627336228,14953675993,15141598623,16242647230,17596922470,17470436259,15842922533,18629365612,24605375420
GEO,SE.TER.ENRR,42.51387024,44.22190857,46.90723038,48.03046036,46.91704178,51.81703949,42.80707932,41.54565048,38.05794144,28.25567055,31.59736061,34.36328888,32.4973793,39.47066879,45.77365112,51.18238068,57.38505936,62.74975967,66.04177856,69.01641083,71.31075287,76.82131195,78.93771362
GHA,NY.GDP.MKTP.CD,4982849054,5314871684,6166197192,7632720680,8881419348,10744562615,20885042153,24827333947,28679383241,26048726186,32197648061,39336668081,41271708600,62824629066,54783320577,49406014245,56164933479,60405920071,67298913752,68337974419,70043095503,79156409410,72838798788
GHA,SE.TER.ENRR,,,,,,5.068970203,4.574639797,5.71916008,7.700930119,8.115139961,,11.15606022,11.43146038,13.49380016,15.21245003,15.72661972,15.78081036,16.36607933,16.01543999,17.43388939,18.64871979,19.18631935,20.38973045
GIB,NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,
GIB,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,
GIN,NY.GDP.MKTP.CD,2995361112,2829435908,2950198724,3446441785,3635458214,2937071740,4220019243,6281917650,6964179188,6716904516,6853467833,6785137215,7638045226,8376613880,8778473643,8794202395,8595955601,10324668271,11857030366,13442861497,14177835841,16091817842,21227749389
GIN,SE.TER.ENRR,,,,,2.318249941,3.108720064,5.422200203,8.347220421,9.405810356,9.424920082,10.61748981,10.67625046,10.05373955,10.4762001,10.8913002,8.703927994,8.637948036,8.52771759,7.599748135,6.843963146,5.771441936,6.718569756,
GMB,NY.GDP.MKTP.CD,782913866,687410630.5,578235309.3,487038679.4,961900640.7,1027701056,1054112488,1279703030,1561766956,1450142497,1543294945,1409693594,1415004743,1375609460,1229461732,1378176606,1484578897,1504909448,1670671340,1813609679,1812170878,2038414974,2273060863
GMB,SE.TER.ENRR,,,,,1.019649982,,,,,,1.871479988,2.940320015,2.662290096,,,,,,,,,,
GNB,NY.GDP.MKTP.CD,371095522,392621389.5,417806651.1,477458577.2,532062894.8,587029096,592365659.8,696910784,868154627.9,830126428.8,849878489.1,1099818592,989271155.1,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092
GNB,SE.TER.ENRR,,,,,,2.169059992,2.524650097,,,,,,,,,,,,,,,,
GNQ,NY.GDP.MKTP.CD,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012124,11364133546,10099157996,12269393392,11813908448
GNQ,SE.TER.ENRR,1.860679984,,,,,,,,,,,,,,,,,,6.16062212,5.373222351,,,
GRC,NY.GDP.MKTP.CD,1.30E+11,1.36E+11,1.55E+11,2.02E+11,2.41E+11,2.48E+11,2.74E+11,3.19E+11,3.56E+11,3.31E+11,2.97E+11,2.83E+11,2.42E+11,2.39E+11,2.35E+11,1.96E+11,1.93E+11,2.00E+11,2.12E+11,2.05E+11,1.89E+11,2.15E+11,2.19E+11
GRC,SE.TER.ENRR,51.8473587,58.9337616,66.08911133,71.99064636,79.78572083,89.79351807,94.22393799,89.73036957,,,104.379303,109.8457718,113.724617,115.288063,118.6752167,,127.0802917,132.3023682,138.3936768,142.3881073,143.3106842,150.201767,
GRD,NY.GDP.MKTP.CD,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1256413185
GRD,SE.TER.ENRR,,,,,,,,,,54.37768936,,,,,,92.88012695,93.22190094,95.37757874,96.89232635,,,,
GRL,NY.GDP.MKTP.CD,1068024994,1086170639,1169136691,1558759744,1822499871,1849802648,2013106817,2249811365,2499092396,2529964061,2503167187,2684461608,2609678695,2684947140,2842065877,2499113085,2707146783,2851610656,3055791341,2997331094,3082909158,3235816195,
GRL,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,
GTM,NY.GDP.MKTP.CD,19288928616,18405221418,20444205991,21576351799,23577298589,26783388709,29744247479,33567850095,38503718527,37126146369,40676579265,46876004265,49593926849,52996447956,57852150565,62186064719,66053402745,71653756504,73328369926,77172313916,77715183063,86053079767,95003333381
GTM,SE.TER.ENRR,,,9.336070061,,,,,17.23792076,,15.10585022,15.78388023,16.4862709,16.93428993,19.65718079,18.34909058,22.06971931,16.12379265,17.10445404,17.51636696,22.65051079,18.69449806,,
GUM,NY.GDP.MKTP.CD,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000,
GUM,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,
GUY,NY.GDP.MKTP.CD,712667896.7,712167448.9,726131434.7,743063949,787814379.2,824880550.3,2379817987,2730971600,3025187428,3165663153,3432912511,3691384318,4063088529,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595,8044498801,15357537068
GUY,SE.TER.ENRR,,,,7.250760078,10.43120956,10.9353199,10.98328018,11.06151009,10.52206993,9.955140114,10.80504036,11.1490097,11.63496017,,,,,,,,,,
HIC,NY.GDP.MKTP.CD,2.78E+13,2.75E+13,2.87E+13,3.21E+13,3.58E+13,3.78E+13,4.00E+13,4.38E+13,4.66E+13,4.37E+13,4.58E+13,4.94E+13,4.94E+13,5.01E+13,5.11E+13,4.83E+13,4.93E+13,5.16E+13,5.48E+13,5.53E+13,5.39E+13,6.00E+13,6.15E+13
HIC,SE.TER.ENRR,55.98703003,58.06462097,60.27005005,62.37633133,64.12171173,65.81704712,66.8221283,67.63529205,68.37957001,69.30470276,70.64517212,71.92706299,72.89508057,73.78221893,74.56627655,75.1782074,75.88697052,76.1962204,76.46032715,77.3347168,77.81861115,79.08956146,79.25834656
HKG,NY.GDP.MKTP.CD,1.72E+11,1.69E+11,1.66E+11,1.61E+11,1.69E+11,1.82E+11,1.94E+11,2.12E+11,2.19E+11,2.14E+11,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,3.09E+11,3.21E+11,3.41E+11,3.62E+11,3.63E+11,3.45E+11,3.69E+11,3.60E+11
HKG,SE.TER.ENRR,,,,31.92807007,31.99567032,33.06425858,34.07722855,42.9061203,56.21162033,56.6940918,58.94055939,59.66299057,61.16001892,68.66172791,70.13706207,69.93974304,72.94537354,78.77810669,83.92814636,91.84156036,99.79171753,97.81620789,104.2232437
HND,NY.GDP.MKTP.CD,7186638029,7651162302,7858255253,8230391505,8869299234,9757012869,10917476874,12361257681,13881731631,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20979791685,21717604581,23136248046,24067750466,25089937109,23827859695,28488721296,31717700115
HND,SE.TER.ENRR,12.55945969,,,15.54209995,15.63479042,,,,17.42118073,,19.17456055,,18.85408974,19.38742065,19.65847969,20.26543045,20.9513092,24.45844078,26.21419907,25.12657928,,,
HPC,NY.GDP.MKTP.CD,1.78E+11,1.73E+11,1.87E+11,2.12E+11,2.43E+11,2.79E+11,3.30E+11,3.94E+11,4.69E+11,4.75E+11,5.24E+11,5.88E+11,6.09E+11,6.78E+11,7.20E+11,6.99E+11,7.32E+11,8.10E+11,7.71E+11,7.99E+11,8.09E+11,8.99E+11,9.70E+11
HPC,SE.TER.ENRR,3.179339886,3.468240023,3.763979912,3.990370035,4.316090107,4.641769886,5.014689922,5.342689991,5.878359795,6.460700035,7.084780216,7.350440025,7.754270077,8.153860092,8.399310112,8.478139877,8.36727047,8.501110077,8.634340286,8.676199913,9.119130135,8.962380409,
HRV,NY.GDP.MKTP.CD,22128719418,23063323723,26757255952,35254833028,41855265955,45025328214,49532592593,59172904661,68342061762,61941466003,58693611581,62599775593,57231455635,59363124069,59214461630,50742086223,52391038979,55937483558,61330483610,61329267533,57624938982,68843674641,70964606465
HRV,SE.TER.ENRR,,36.37405014,39.1618309,42.38098145,44.07622147,47.2947197,48.59751129,50.53059006,52.35145187,51.95830154,57.0685997,59.33885956,62.02566147,66.05899811,67.23008728,66.24445343,66.55889893,67.55695343,68.3151474,68.96237183,69.34697723,72.33335876,
HTI,NY.GDP.MKTP.CD,6813565983,6331970413,6205847137,5071947798,6087360735,7030149791,7638739124,9228637766,10432962725,11597002930,11859312627,13008746039,13708925403,14902488489,15146883647,14849629408,14069277532,15093357143,16403864521,15016090930,14508222518,20877414952,20253551885
HTI,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,
HUN,NY.GDP.MKTP.CD,47218411470,53749989092,67608919144,85285075492,1.04E+11,1.13E+11,1.16E+11,1.40E+11,1.58E+11,1.31E+11,1.32E+11,1.42E+11,1.29E+11,1.36E+11,1.41E+11,1.25E+11,1.29E+11,1.43E+11,1.61E+11,1.64E+11,1.57E+11,1.82E+11,1.79E+11
HUN,SE.TER.ENRR,37.8087616,42.30746078,47.35393906,54.63196182,61.50490189,64.97633362,66.39797211,66.26418304,63.97294998,61.97629929,60.74847031,59.99821091,60.67589188,57.20722961,52.81666183,50.06491089,49.47621918,49.90922928,50.89841843,52.36026001,54.6012001,56.52434921,
IBD,NY.GDP.MKTP.CD,5.84E+12,5.91E+12,6.00E+12,6.75E+12,8.04E+12,9.62E+12,1.14E+13,1.42E+13,1.70E+13,1.65E+13,2.00E+13,2.37E+13,2.52E+13,2.66E+13,2.75E+13,2.58E+13,2.60E+13,2.87E+13,3.05E+13,3.12E+13,3.00E+13,3.56E+13,3.76E+13
IBD,SE.TER.ENRR,15.92537022,16.9688797,18.42915916,19.88805962,21.05295944,22.0464592,23.46644974,24.72571945,26.17259979,27.24527931,28.98604965,31.3361702,33.12157059,34.39258957,38.31748962,40.12694931,41.13888168,41.9093895,42.67216873,43.81618118,45.58633041,47.82767105,49.36317825
IBT,NY.GDP.MKTP.CD,6.39E+12,6.47E+12,6.60E+12,7.41E+12,8.82E+12,1.05E+13,1.25E+13,1.54E+13,1.85E+13,1.80E+13,2.18E+13,2.55E+13,2.71E+13,2.87E+13,2.97E+13,2.79E+13,2.82E+13,3.10E+13,3.29E+13,3.36E+13,3.25E+13,3.82E+13,4.04E+13
IBT,SE.TER.ENRR,13.32131958,14.20993042,15.35041046,16.48270988,17.39911079,18.24971962,19.38101959,20.40036011,21.56855011,22.51556969,23.8770504,25.60371971,26.87891006,27.73833084,30.44346046,31.63286018,32.20943069,32.61330032,33.03371811,33.9015007,34.9937706,36.37480164,37.26485825
